# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar 22 22:24:17 2016
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN st_rah:         RA [hrs]
#
rowid	pl_hostname	pl_letter	pl_discmethod	pl_pnum	ra_str	ra	dec_str	dec	st_rah
1519	Kepler-397	b	Transit	2	19h43m34.59s	295.894109	+42d22m49.6s	42.380451	19.72627393
1520	Kepler-397	c	Transit	2	19h43m34.59s	295.894109	+42d22m49.6s	42.380451	19.72627393
1521	Kepler-398	b	Transit	2	19h25m52.48s	291.468662	+40d20m37.9s	40.343853	19.43124413
1522	Kepler-398	c	Transit	2	19h25m52.48s	291.468662	+40d20m37.9s	40.343853	19.43124413
1523	Kepler-399	b	Transit	3	19h58m00.42s	299.501738	+40d40m14.9s	40.670806	19.96678256
1524	Kepler-399	c	Transit	3	19h58m00.42s	299.501738	+40d40m14.9s	40.670806	19.96678256
1525	Kepler-399	d	Transit	3	19h58m00.42s	299.501738	+40d40m14.9s	40.670806	19.96678256
1526	Kepler-4	b	Transit	1	19h02m27.68s	285.615322	+50d08m08.7s	50.135754	19.04102147
1527	Kepler-40	b	Transit	1	19h47m15.29s	296.813690	+47d31m35.8s	47.526608	19.78757933
1528	Kepler-400	b	Transit	2	19h23m46.68s	290.944481	+40d28m48.1s	40.480035	19.39629877
1529	Kepler-400	c	Transit	2	19h23m46.68s	290.944481	+40d28m48.1s	40.480035	19.39629877
1530	Kepler-401	b	Transit	2	19h20m19.86s	290.082749	+50d51m48.5s	50.863483	19.33884993
1531	Kepler-401	c	Transit	2	19h20m19.86s	290.082749	+50d51m48.5s	50.863483	19.33884993
1532	Kepler-402	b	Transit	4	19h13m28.85s	288.370225	+43d21m16.6s	43.354610	19.22468167
1533	Kepler-402	c	Transit	4	19h13m28.85s	288.370225	+43d21m16.6s	43.354610	19.22468167
1534	Kepler-402	d	Transit	4	19h13m28.85s	288.370225	+43d21m16.6s	43.354610	19.22468167
1535	Kepler-402	e	Transit	4	19h13m28.85s	288.370225	+43d21m16.6s	43.354610	19.22468167
1536	Kepler-403	b	Transit	2	19h19m41.15s	289.921461	+46d44m40.4s	46.744560	19.32809740
1537	Kepler-403	c	Transit	2	19h19m41.15s	289.921461	+46d44m40.4s	46.744560	19.32809740
1538	Kepler-404	b	Transit	2	19h05m35.67s	286.398631	+45d20m36.7s	45.343533	19.09324207
1539	Kepler-404	c	Transit	2	19h05m35.67s	286.398631	+45d20m36.7s	45.343533	19.09324207
1540	Kepler-405	b	Transit	2	19h25m38.27s	291.409458	+38d20m24.1s	38.340030	19.42729722
1541	Kepler-405	c	Transit	2	19h25m38.27s	291.409458	+38d20m24.1s	38.340030	19.42729722
1542	Kepler-406	b	Transit	2	19h27m23.53s	291.848044	+44d58m05.6s	44.968224	19.45653627
1543	Kepler-406	c	Transit	2	19h27m23.53s	291.848044	+44d58m05.6s	44.968224	19.45653627
1544	Kepler-407	b	Transit	2	19h04m08.72s	286.036347	+49d36m52.2s	49.614506	19.06908980
1545	Kepler-407	c	Radial Velocity	2	19h04m08.72s	286.036347	+49d36m52.2s	49.614506	19.06908980
1546	Kepler-408	b	Transit	1	18h59m08.68s	284.786175	+48d25m23.6s	48.423233	18.98574498
1547	Kepler-409	b	Transit	1	19h34m43.01s	293.679190	+46d51m10.0s	46.852764	19.57861267
1548	Kepler-41	b	Transit	1	19h38m03.17s	294.513229	+45d58m53.9s	45.981644	19.63421527
1549	Kepler-410 A	b	Transit	1	18h52m36.17s	283.150698	+45d08m23.4s	45.139832	18.87671320
1550	Kepler-411	b	Transit	1	19h10m25.34s	287.605582	+49d31m23.7s	49.523262	19.17370547
1551	Kepler-412	b	Transit	1	19h04m26.48s	286.110327	+43d40m51.4s	43.680958	19.07402180
1552	Kepler-413	b	Transit	1	19h14m02.55s	288.510620	+51d09m44.9s	51.162472	19.23404133
1553	Kepler-414	b	Transit Timing Variations	2	19h51m50.78s	297.961566	+48d14m39.7s	48.244362	19.86410440
1554	Kepler-414	c	Transit Timing Variations	2	19h51m50.78s	297.961566	+48d14m39.7s	48.244362	19.86410440
1555	Kepler-415	b	Transit Timing Variations	2	19h35m13.06s	293.804434	+38d38m20.9s	38.639131	19.58696230
1556	Kepler-415	c	Transit Timing Variations	2	19h35m13.06s	293.804434	+38d38m20.9s	38.639131	19.58696230
1557	Kepler-416	b	Transit Timing Variations	2	19h26m13.67s	291.556965	+39d13m38.2s	39.227287	19.43713100
1558	Kepler-416	c	Transit Timing Variations	2	19h26m13.67s	291.556965	+39d13m38.2s	39.227287	19.43713100
1559	Kepler-417	b	Transit Timing Variations	2	19h35m17.84s	293.824314	+42d46m46.9s	42.779705	19.58828760
1560	Kepler-417	c	Transit Timing Variations	2	19h35m17.84s	293.824314	+42d46m46.9s	42.779705	19.58828760
1561	Kepler-418	b	Transit	1	19h37m44.04s	294.433512	+38d21m19.6s	38.355450	19.62890079
1562	Kepler-419	b	Transit	2	19h41m40.30s	295.417899	+51d11m05.2s	51.184765	19.69452660
1563	Kepler-419	c	Transit Timing Variations	2	19h41m40.30s	295.417899	+51d11m05.2s	51.184765	19.69452660
1564	Kepler-42	b	Transit	3	19h28m52.57s	292.219033	+44d37m09.0s	44.619160	19.48126886
1565	Kepler-42	c	Transit	3	19h28m52.57s	292.219033	+44d37m09.0s	44.619160	19.48126886
1566	Kepler-42	d	Transit	3	19h28m52.57s	292.219033	+44d37m09.0s	44.619160	19.48126886
1567	Kepler-420	b	Transit	1	19h24m54.04s	291.225180	+44d55m38.6s	44.927383	19.41501200
1568	Kepler-421	b	Transit	1	18h53m01.64s	283.256822	+45d05m16.0s	45.087776	18.88378813
1569	Kepler-422	b	Transit	1	18h50m31.12s	282.629656	+46d19m24.1s	46.323357	18.84197707
1570	Kepler-423	b	Transit	1	19h31m25.38s	292.855742	+46d23m28.2s	46.391178	19.52371613
1571	Kepler-424	b	Transit	2	19h54m29.97s	298.624890	+48d34m38.8s	48.577454	19.90832600
1572	Kepler-424	c	Radial Velocity	2	19h54m29.97s	298.624890	+48d34m38.8s	48.577454	19.90832600
1573	Kepler-425	b	Transit	1	19h21m25.92s	290.358009	+40d34m03.9s	40.567738	19.35720062
1574	Kepler-426	b	Transit	1	19h17m44.31s	289.434628	+49d28m24.2s	49.473400	19.29564187
1575	Kepler-427	b	Transit	1	19h13m01.10s	288.254580	+43d42m17.5s	43.704868	19.21697200
1576	Kepler-428	b	Transit	1	19h22m19.61s	290.581722	+40d34m38.6s	40.577400	19.37211480
1577	Kepler-43	b	Transit	1	19h00m57.81s	285.240856	+46d40m05.7s	46.668255	19.01605707
1578	Kepler-430	b	Transit	2	19h31m14.07s	292.808636	+49d34m46.0s	49.579445	19.52057573
1579	Kepler-430	c	Transit	2	19h31m14.07s	292.808636	+49d34m46.0s	49.579445	19.52057573
1580	Kepler-431	b	Transit	3	18h44m26.96s	281.112335	+43d13m40.0s	43.227789	18.74082231
1581	Kepler-431	c	Transit	3	18h44m26.96s	281.112335	+43d13m40.0s	43.227789	18.74082231
1582	Kepler-431	d	Transit	3	18h44m26.96s	281.112335	+43d13m40.0s	43.227789	18.74082231
1583	Kepler-432	b	Transit	2	19h33m07.73s	293.282206	+48d17m09.2s	48.285900	19.55214707
1584	Kepler-432	c	Radial Velocity	2	19h33m07.73s	293.282206	+48d17m09.2s	48.285900	19.55214707
1585	Kepler-433	b	Transit	1	19h50m22.48s	297.593651	+40d58m38.2s	40.977268	19.83957671
1586	Kepler-434	b	Transit	1	19h34m20.73s	293.586381	+42d55m44.1s	42.928913	19.57242540
1587	Kepler-435	b	Transit	1	19h29m08.96s	292.287328	+43d11m50.2s	43.197281	19.48582187
1588	Kepler-436	b	Transit	1	20h06m52.98s	301.720753	+44d24m43.4s	44.412063	20.11471686
1589	Kepler-437	b	Transit	1	19h49m23.37s	297.347393	+44d01m37.0s	44.026947	19.82315953
1590	Kepler-438	b	Transit	1	18h46m34.99s	281.645806	+41d57m03.9s	41.951092	18.77638707
1591	Kepler-439	b	Transit	1	18h43m12.38s	280.801566	+44d02m02.4s	44.033994	18.72010437
1592	Kepler-44	b	Transit	1	20h00m24.56s	300.102352	+45d45m43.7s	45.762142	20.00682347
1593	Kepler-440	b	Transit	1	19h01m23.99s	285.349952	+41d27m07.9s	41.452206	19.02333013
1594	Kepler-441	b	Transit	1	18h58m16.06s	284.566904	+49d00m45.2s	49.012546	18.97112696
1595	Kepler-442	b	Transit	1	19h01m27.98s	285.366589	+39d16m48.3s	39.280081	19.02443924
1596	Kepler-443	b	Transit	1	19h14m26.53s	288.610544	+49d58m07.1s	49.968632	19.24070293
1597	Kepler-444	b	Transit	5	19h19m00.55s	289.752289	+41d38m04.6s	41.634605	19.31681925
1598	Kepler-444	c	Transit	5	19h19m00.55s	289.752289	+41d38m04.6s	41.634605	19.31681925
1599	Kepler-444	d	Transit	5	19h19m00.55s	289.752289	+41d38m04.6s	41.634605	19.31681925
1600	Kepler-444	e	Transit	5	19h19m00.55s	289.752289	+41d38m04.6s	41.634605	19.31681925
1601	Kepler-444	f	Transit	5	19h19m00.55s	289.752289	+41d38m04.6s	41.634605	19.31681925
1602	Kepler-445	b	Transit	3	19h54m56.66s	298.736067	+46d29m54.8s	46.498552	19.91573780
1603	Kepler-445	c	Transit	3	19h54m56.66s	298.736067	+46d29m54.8s	46.498552	19.91573780
1604	Kepler-445	d	Transit	3	19h54m56.66s	298.736067	+46d29m54.8s	46.498552	19.91573780
1605	Kepler-446	b	Transit	3	18h49m00.05s	282.250207	+44d55m16.0s	44.921102	18.81668044
1606	Kepler-446	c	Transit	3	18h49m00.05s	282.250207	+44d55m16.0s	44.921102	18.81668044
1607	Kepler-446	d	Transit	3	18h49m00.05s	282.250207	+44d55m16.0s	44.921102	18.81668044
1608	Kepler-447	b	Transit	1	19h01m04.46s	285.268586	+48d33m36.0s	48.560013	19.01790573
1609	Kepler-449	b	Transit	2	19h34m55.88s	293.732821	+41d54m03.0s	41.900829	19.58218807
1610	Kepler-449	c	Transit	2	19h34m55.88s	293.732821	+41d54m03.0s	41.900829	19.58218807
1611	Kepler-45	b	Transit	1	19h31m29.50s	292.872900	+41d03m51.3s	41.064261	19.52486003
1612	Kepler-450	b	Transit	3	19h41m56.76s	295.486509	+51d00m48.6s	51.013500	19.69910060
1613	Kepler-450	c	Transit	3	19h41m56.76s	295.486509	+51d00m48.6s	51.013500	19.69910060
1614	Kepler-450	d	Transit	3	19h41m56.76s	295.486509	+51d00m48.6s	51.013500	19.69910060
1615	Kepler-452	b	Transit	1	19h44m00.89s	296.003688	+44d16m39.2s	44.277561	19.73357920
1616	Kepler-453	b	Transit	1	18h52m57.91s	283.241297	+46d22m42.5s	46.378471	18.88275313
1617	Kepler-454	b	Transit	2	19h09m54.85s	287.478529	+38d13m43.9s	38.228866	19.16523526
1618	Kepler-454	c	Radial Velocity	2	19h09m54.85s	287.478529	+38d13m43.9s	38.228866	19.16523526
1619	Kepler-46	b	Transit	3	19h17m04.50s	289.268744	+42d36m15.0s	42.604176	19.28458293
1620	Kepler-46	c	Transit Timing Variations	3	19h17m04.50s	289.268744	+42d36m15.0s	42.604176	19.28458293
1621	Kepler-46	d	Transit	3	19h17m04.50s	289.268744	+42d36m15.0s	42.604176	19.28458293
1622	Kepler-47	b	Transit	2	19h41m11.50s	295.297916	+46d55m13.7s	46.920467	19.68652773
1623	Kepler-47	c	Transit	2	19h41m11.50s	295.297916	+46d55m13.7s	46.920467	19.68652773
1624	Kepler-48	b	Transit	4	19h56m33.41s	299.139212	+40d56m56.5s	40.949020	19.94261413
1625	Kepler-48	c	Transit	4	19h56m33.41s	299.139212	+40d56m56.5s	40.949020	19.94261413
1626	Kepler-48	d	Transit	4	19h56m33.41s	299.139212	+40d56m56.5s	40.949020	19.94261413
1627	Kepler-48	e	Radial Velocity	4	19h56m33.41s	299.139212	+40d56m56.5s	40.949020	19.94261413
1628	Kepler-49	b	Transit	4	19h29m10.70s	292.294579	+40d35m30.5s	40.591801	19.48630529
1629	Kepler-49	c	Transit	4	19h29m10.70s	292.294579	+40d35m30.5s	40.591801	19.48630529
1630	Kepler-49	d	Transit	4	19h29m10.70s	292.294579	+40d35m30.5s	40.591801	19.48630529
1631	Kepler-49	e	Transit	4	19h29m10.70s	292.294579	+40d35m30.5s	40.591801	19.48630529
1632	Kepler-5	b	Transit	1	19h57m37.68s	299.407009	+44d02m06.2s	44.035046	19.96046727
1633	Kepler-50	b	Transit	2	19h12m24.21s	288.100873	+50d02m01.4s	50.033718	19.20672487
1634	Kepler-50	c	Transit	2	19h12m24.21s	288.100873	+50d02m01.4s	50.033718	19.20672487
1635	Kepler-51	b	Transit	3	19h45m55.15s	296.479776	+49d56m15.7s	49.937683	19.76531840
1636	Kepler-51	c	Transit	3	19h45m55.15s	296.479776	+49d56m15.7s	49.937683	19.76531840
1637	Kepler-51	d	Transit	3	19h45m55.15s	296.479776	+49d56m15.7s	49.937683	19.76531840
1638	Kepler-52	b	Transit	3	19h06m57.13s	286.738033	+49d58m32.7s	49.975750	19.11586887
1639	Kepler-52	c	Transit	3	19h06m57.13s	286.738033	+49d58m32.7s	49.975750	19.11586887
1640	Kepler-52	d	Transit	3	19h06m57.13s	286.738033	+49d58m32.7s	49.975750	19.11586887
1641	Kepler-53	b	Transit	3	19h21m50.83s	290.461775	+40d33m44.9s	40.562462	19.36411833
1642	Kepler-53	c	Transit	3	19h21m50.83s	290.461775	+40d33m44.9s	40.562462	19.36411833
1643	Kepler-53	d	Transit	3	19h21m50.83s	290.461775	+40d33m44.9s	40.562462	19.36411833
1644	Kepler-54	b	Transit	3	19h39m05.75s	294.773939	+43d03m22.7s	43.056295	19.65159596
1645	Kepler-54	c	Transit	3	19h39m05.75s	294.773939	+43d03m22.7s	43.056295	19.65159596
1646	Kepler-54	d	Transit	3	19h39m05.75s	294.773939	+43d03m22.7s	43.056295	19.65159596
1647	Kepler-55	b	Transit	5	19h00m40.40s	285.168338	+44d01m35.3s	44.026466	19.01122253
1648	Kepler-55	c	Transit	5	19h00m40.40s	285.168338	+44d01m35.3s	44.026466	19.01122253
1649	Kepler-55	d	Transit	5	19h00m40.40s	285.168338	+44d01m35.3s	44.026466	19.01122253
1650	Kepler-55	e	Transit	5	19h00m40.40s	285.168338	+44d01m35.3s	44.026466	19.01122253
1651	Kepler-55	f	Transit	5	19h00m40.40s	285.168338	+44d01m35.3s	44.026466	19.01122253
1652	Kepler-56	b	Transit	2	19h35m02.00s	293.758347	+41d52m18.7s	41.871869	19.58388983
1653	Kepler-56	c	Transit	2	19h35m02.00s	293.758347	+41d52m18.7s	41.871869	19.58388983
1654	Kepler-57	b	Transit	2	19h34m33.91s	293.641285	+44d39m25.3s	44.657040	19.57608567
1655	Kepler-57	c	Transit	2	19h34m33.91s	293.641285	+44d39m25.3s	44.657040	19.57608567
1656	Kepler-58	b	Transit	3	19h45m26.08s	296.358649	+39d06m54.7s	39.115194	19.75724329
1657	Kepler-58	c	Transit	3	19h45m26.08s	296.358649	+39d06m54.7s	39.115194	19.75724329
1658	Kepler-58	d	Transit	3	19h45m26.08s	296.358649	+39d06m54.7s	39.115194	19.75724329
1659	Kepler-59	b	Transit	2	19h08m09.48s	287.039503	+46d38m24.5s	46.640129	19.13596687
1660	Kepler-59	c	Transit	2	19h08m09.48s	287.039503	+46d38m24.5s	46.640129	19.13596687
1661	Kepler-6	b	Transit	1	19h47m20.94s	296.837254	+48d14m23.9s	48.239964	19.78915027
1662	Kepler-60	b	Transit	3	19h15m50.70s	288.961242	+42d15m54.0s	42.265011	19.26408280
1663	Kepler-60	c	Transit	3	19h15m50.70s	288.961242	+42d15m54.0s	42.265011	19.26408280
1664	Kepler-60	d	Transit	3	19h15m50.70s	288.961242	+42d15m54.0s	42.265011	19.26408280
1665	Kepler-61	b	Transit	1	19h41m13.08s	295.304508	+42d28m31.0s	42.475290	19.68696719
1666	Kepler-62	b	Transit	5	18h52m51.06s	283.212747	+45d20m59.5s	45.349865	18.88084980
1667	Kepler-62	c	Transit	5	18h52m51.06s	283.212747	+45d20m59.5s	45.349865	18.88084980
1668	Kepler-62	d	Transit	5	18h52m51.06s	283.212747	+45d20m59.5s	45.349865	18.88084980
1669	Kepler-62	e	Transit	5	18h52m51.06s	283.212747	+45d20m59.5s	45.349865	18.88084980
1670	Kepler-62	f	Transit	5	18h52m51.06s	283.212747	+45d20m59.5s	45.349865	18.88084980
1671	Kepler-63	b	Transit	1	19h16m54.28s	289.226179	+49d32m53.5s	49.548203	19.28174527
1672	Kepler-65	b	Transit	3	19h14m45.29s	288.688700	+41d09m04.2s	41.151173	19.24591334
1673	Kepler-65	c	Transit	3	19h14m45.29s	288.688700	+41d09m04.2s	41.151173	19.24591334
1674	Kepler-65	d	Transit	3	19h14m45.29s	288.688700	+41d09m04.2s	41.151173	19.24591334
1675	Kepler-66	b	Transit	1	19h35m55.58s	293.981569	+46d41m15.9s	46.687748	19.59877127
1676	Kepler-67	b	Transit	1	19h36m36.80s	294.153336	+46d09m59.2s	46.166438	19.61022240
1677	Kepler-68	b	Transit	3	19h24m07.75s	291.032305	+49d02m25.0s	49.040272	19.40215367
1678	Kepler-68	c	Transit	3	19h24m07.75s	291.032305	+49d02m25.0s	49.040272	19.40215367
1679	Kepler-68	d	Radial Velocity	3	19h24m07.75s	291.032305	+49d02m25.0s	49.040272	19.40215367
1680	Kepler-69	b	Transit	2	19h33m02.63s	293.260938	+44d52m08.0s	44.868896	19.55072920
1681	Kepler-69	c	Transit	2	19h33m02.63s	293.260938	+44d52m08.0s	44.868896	19.55072920
1682	Kepler-7	b	Transit	1	19h14m19.56s	288.581516	+41d05m23.3s	41.089800	19.23876771
1683	Kepler-74	b	Transit	1	19h32m22.21s	293.092525	+41d21m19.9s	41.355523	19.53950170
1684	Kepler-75	b	Transit	1	19h24m33.02s	291.137593	+36d34m38.6s	36.577386	19.40917289
1685	Kepler-76	b	Orbital Brightness Modulation	1	19h36m46.11s	294.192118	+39d37m08.4s	39.619003	19.61280787
1686	Kepler-77	b	Transit	1	19h18m25.91s	289.607956	+44d20m43.5s	44.345425	19.30719707
1687	Kepler-78	b	Transit	1	19h34m58.01s	293.741690	+44d26m54.0s	44.448330	19.58277933
1688	Kepler-79	b	Transit	4	20h02m04.11s	300.517131	+44d22m53.7s	44.381580	20.03447540
1689	Kepler-79	c	Transit	4	20h02m04.11s	300.517131	+44d22m53.7s	44.381580	20.03447540
1690	Kepler-79	d	Transit	4	20h02m04.11s	300.517131	+44d22m53.7s	44.381580	20.03447540
1691	Kepler-79	e	Transit	4	20h02m04.11s	300.517131	+44d22m53.7s	44.381580	20.03447540
1692	Kepler-8	b	Transit	1	18h45m09.15s	281.288118	+42d27m03.9s	42.451080	18.75254120
1693	Kepler-80	b	Transit	4	19h44m27.02s	296.112564	+39d58m43.6s	39.978779	19.74083763
1694	Kepler-80	c	Transit	4	19h44m27.02s	296.112564	+39d58m43.6s	39.978779	19.74083763
1695	Kepler-80	d	Transit	4	19h44m27.02s	296.112564	+39d58m43.6s	39.978779	19.74083763
1696	Kepler-80	e	Transit	4	19h44m27.02s	296.112564	+39d58m43.6s	39.978779	19.74083763
1697	Kepler-81	b	Transit	3	19h34m32.87s	293.636950	+42d49m29.9s	42.824970	19.57579667
1698	Kepler-81	c	Transit	3	19h34m32.87s	293.636950	+42d49m29.9s	42.824970	19.57579667
1699	Kepler-81	d	Transit	3	19h34m32.87s	293.636950	+42d49m29.9s	42.824970	19.57579667
1700	Kepler-82	b	Transit	4	19h31m29.61s	292.873390	+42d57m58.1s	42.966137	19.52489267
1701	Kepler-82	c	Transit	4	19h31m29.61s	292.873390	+42d57m58.1s	42.966137	19.52489267
1702	Kepler-82	d	Transit	4	19h31m29.61s	292.873390	+42d57m58.1s	42.966137	19.52489267
1703	Kepler-82	e	Transit	4	19h31m29.61s	292.873390	+42d57m58.1s	42.966137	19.52489267
1704	Kepler-83	b	Transit	3	18h48m55.81s	282.232525	+43d39m56.3s	43.665627	18.81550168
1705	Kepler-83	c	Transit	3	18h48m55.81s	282.232525	+43d39m56.3s	43.665627	18.81550168
1706	Kepler-83	d	Transit	3	18h48m55.81s	282.232525	+43d39m56.3s	43.665627	18.81550168
1707	Kepler-84	b	Transit	5	19h53m00.49s	298.252049	+40d29m45.9s	40.496077	19.88346990
1708	Kepler-84	c	Transit	5	19h53m00.49s	298.252049	+40d29m45.9s	40.496077	19.88346990
1709	Kepler-84	d	Transit	5	19h53m00.49s	298.252049	+40d29m45.9s	40.496077	19.88346990
1710	Kepler-84	e	Transit	5	19h53m00.49s	298.252049	+40d29m45.9s	40.496077	19.88346990
1711	Kepler-84	f	Transit	5	19h53m00.49s	298.252049	+40d29m45.9s	40.496077	19.88346990
1712	Kepler-85	b	Transit	4	19h23m53.62s	290.973429	+45d17m25.1s	45.290318	19.39822860
1713	Kepler-85	c	Transit	4	19h23m53.62s	290.973429	+45d17m25.1s	45.290318	19.39822860
1714	Kepler-85	d	Transit	4	19h23m53.62s	290.973429	+45d17m25.1s	45.290318	19.39822860
1715	Kepler-85	e	Transit	4	19h23m53.62s	290.973429	+45d17m25.1s	45.290318	19.39822860
1716	Kepler-87	b	Transit	2	19h51m40.05s	297.916877	+46d57m54.5s	46.965130	19.86112513
1717	Kepler-87	c	Transit	2	19h51m40.05s	297.916877	+46d57m54.5s	46.965130	19.86112513
1718	Kepler-9	b	Transit	3	19h02m17.76s	285.573981	+38d24m03.2s	38.400892	19.03826541
1719	Kepler-9	c	Transit	3	19h02m17.76s	285.573981	+38d24m03.2s	38.400892	19.03826541
1720	Kepler-9	d	Transit	3	19h02m17.76s	285.573981	+38d24m03.2s	38.400892	19.03826541
1721	Kepler-91	b	Transit	1	19h02m41.49s	285.672872	+44d07m00.2s	44.116734	19.04485813
1722	Kepler-92	b	Transit	3	19h16m20.65s	289.086058	+41d33m46.6s	41.562941	19.27240384
1723	Kepler-92	c	Transit	3	19h16m20.65s	289.086058	+41d33m46.6s	41.562941	19.27240384
1724	Kepler-92	d	Transit	3	19h16m20.65s	289.086058	+41d33m46.6s	41.562941	19.27240384
1725	Kepler-93	b	Transit	2	19h25m40.39s	291.418281	+38d40m20.5s	38.672354	19.42788542
1726	Kepler-93	c	Radial Velocity	2	19h25m40.39s	291.418281	+38d40m20.5s	38.672354	19.42788542
1727	Kepler-94	b	Transit	2	18h44m46.74s	281.194747	+47d29m49.7s	47.497148	18.74631649
1728	Kepler-94	c	Radial Velocity	2	18h44m46.74s	281.194747	+47d29m49.7s	47.497148	18.74631649
1729	Kepler-95	b	Transit	1	18h57m55.79s	284.482459	+44d23m52.9s	44.398037	18.96549727
1730	Kepler-96	b	Transit	1	19h48m16.71s	297.069643	+40d31m30.5s	40.525141	19.80464289
1731	Kepler-97	b	Transit	2	19h09m18.39s	287.326624	+48d40m24.4s	48.673431	19.15510827
1732	Kepler-97	c	Radial Velocity	2	19h09m18.39s	287.326624	+48d40m24.4s	48.673431	19.15510827
1733	Kepler-98	b	Transit	1	19h02m38.80s	285.661662	+37d57m52.2s	37.964506	19.04411083
1734	Kepler-99	b	Transit	1	19h49m24.96s	297.354004	+41d18m00.2s	41.300049	19.82360026
1735	LkCa 15	b	Imaging	2	04h39m17.80s	69.824148	+22d21m03.5s	22.350967	4.65494320
1736	LkCa 15	c	Imaging	2	04h39m17.80s	69.824148	+22d21m03.5s	22.350967	4.65494320
1737	Lupus-TR-3	b	Transit	1	15h30m18.62s	232.577571	-42d58m47.7s	-42.979908	15.50517140
1738	MOA 2007-BLG-192L	b	Microlensing	1	18h08m03.80s	272.015825	-27d09m00.3s	-27.150075	18.13438833
1739	MOA 2007-BLG-400L	b	Microlensing	1	18h09m41.98s	272.424917	-29d13m27.0s	-29.224153	18.16166111
1740	MOA 2008-BLG-310L	b	Microlensing	1	17h54m14.53s	268.560542	-34d46m41.0s	-34.778053	17.90403611
1741	MOA 2008-BLG-379L	b	Microlensing	1	17h58m49.44s	269.706000	-30d11m49.0s	-30.196931	17.98040000
1742	MOA 2009-BLG-266L	b	Microlensing	1	17h48m01.95s	267.008125	-35d00m19.5s	-35.005411	17.80054167
1743	MOA 2009-BLG-319L	b	Microlensing	1	18h06m58.13s	271.742208	-26d49m10.9s	-26.819692	18.11614722
1744	MOA 2009-BLG-387L	b	Microlensing	1	17h53m50.79s	268.461625	-33d59m25.2s	-33.990333	17.89744167
1745	MOA 2010-BLG-073L	b	Microlensing	1	18h10m11.34s	272.547258	-26d31m22.6s	-26.522932	18.16981720
1746	MOA 2010-BLG-328L	b	Microlensing	1	17h57m59.12s	269.496333	-30d42m54.6s	-30.715175	17.96642222
1747	MOA 2010-BLG-477L	b	Microlensing	1	18h06m07.44s	271.531006	-31d27m16.1s	-31.454477	18.10206706
1748	MOA 2011-BLG-262L	b	Microlensing	1	18h00m23.48s	270.097833	-31d14m42.9s	-31.245258	18.00652222
1749	MOA 2011-BLG-293L	b	Microlensing	1	17h55m39.35s	268.913958	-28d28m36.6s	-28.476847	17.92759722
1750	MOA 2011-BLG-322L	b	Microlensing	1	18h04m53.60s	271.223333	-27d13m15.4s	-27.220944	18.08155556
1751	MOA-bin-1L	b	Microlensing	1	17h27m10.20s	261.792500	-29d47m38.3s	-29.793972	17.45283333
1752	NGC 2682 Sand 364	b	Radial Velocity	1	08h49m56.82s	132.486760	+11d41m32.9s	11.692484	8.83245067
1753	NGC 2682 YBP 1194	b	Radial Velocity	1	08h51m00.81s	132.753364	+11d48m52.8s	11.814655	8.85022427
1754	NGC 2682 YBP 1514	b	Radial Velocity	1	08h51m00.77s	132.753193	+11d53m11.5s	11.886530	8.85021287
1755	NGC 4349 127	b	Radial Velocity	1	12h24m35.47s	186.147811	-61d49m12.0s	-61.820004	12.40985407
1756	NN Ser	c	Eclipse Timing Variations	2	15h52m56.13s	238.233879	+12d54m44.7s	12.912411	15.88225860
1757	NN Ser	d	Eclipse Timing Variations	2	15h52m56.13s	238.233879	+12d54m44.7s	12.912411	15.88225860
1758	NY Vir	b	Eclipse Timing Variations	1	13h38m48.15s	204.700622	-02d01m49.1s	-2.030315	13.64670813
1759	OGLE 2003-BLG-235L	b	Microlensing	1	18h05m16.35s	271.318125	-28d53m42.0s	-28.895000	18.08787500
1760	OGLE 2005-BLG-169L	b	Microlensing	1	18h06m05.32s	271.522167	-30d43m57.5s	-30.732639	18.10147778
1761	OGLE 2005-BLG-390L	b	Microlensing	1	17h54m19.19s	268.579958	-30d22m38.3s	-30.377306	17.90533056
1762	OGLE 2005-BLG-71L	b	Microlensing	1	17h50m09.77s	267.540708	-34d40m23.5s	-34.673194	17.83604722
1763	OGLE 2006-BLG-109L	b	Microlensing	2	17h52m34.51s	268.143792	-30d05m16.0s	-30.087778	17.87625278
1764	OGLE 2006-BLG-109L	c	Microlensing	2	17h52m34.51s	268.143792	-30d05m16.0s	-30.087778	17.87625278
1765	OGLE 2007-BLG-368L	b	Microlensing	1	17h56m25.96s	269.108167	-32d14m14.7s	-32.237417	17.94054445
1766	OGLE 2008-BLG-355L	b	Microlensing	1	17h59m08.81s	269.786708	-30d45m34.1s	-30.759472	17.98578056
1767	OGLE 2008-BLG-92L	b	Microlensing	1	17h47m29.42s	266.872583	-34d43m35.6s	-34.726556	17.79150556
1768	OGLE 2011-BLG-251L	b	Microlensing	1	17h38m14.18s	264.559083	-27d08m10.1s	-27.136139	17.63727222
